ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID902476559,14 Duncan Ct,4,h,675000.0,8/07/2017,2.0,4.0,744.0,49.0,-37.6815,144.87892
ID579417244,3 Bruthen St,3,h,1175000.0,1/07/2017,2.0,6.0,650.0,125.0,-37.9379,145.05456
ID169385566,81 Parramatta Rd,3,h,470000.0,16/09/2017,1.0,2.0,640.0,34.0,-37.88537,144.65337
ID384280028,19 Glassford St,3,h,2365000.0,18/06/2016,2.0,1.0,316.0,53.0,-37.8521,145.019
ID738089025,35 Adrian St,5,h,2400000.0,30/07/2016,3.0,2.0,709.0,89.0,-37.8529,145.0806
ID551403262,5 Robin Ct,4,h,1782000.0,25/02/2017,3.0,3.0,586.0,17.0,-37.7739,145.1287
ID430139328,15 Metcalf Wy,4,h,698000.0,15/07/2017,2.0,2.0,448.0,7.0,-37.8914,144.72014
ID713855674,30 Don Av,3,h,536500.0,15/07/2017,2.0,4.0,578.0,47.0,-37.873259999999995,144.69103
ID416987662,36/73 River St,2,u,592000.0,9/09/2017,2.0,1.0,14294.0,13.0,-37.81894000000001,145.01314
ID638555880,3/25 Thomas St,2,u,692500.0,3/09/2017,1.0,1.0,145.0,49.0,-37.84197,145.09374
ID168149733,398 Wattletree Rd,3,h,1750000.0,22/08/2016,1.0,2.0,562.0,21.0,-37.8657,145.0536
ID747091306,67 Hawtin St,4,h,1205000.0,12/08/2017,2.0,2.0,646.0,39.0,-37.758070000000004,145.13478
ID309616707,2/585 Burwood Hwy,3,u,750000.0,3/06/2017,2.0,1.0,302.0,3.0,-37.85732,145.19195
ID608433812,79 Darebin Bvd,3,h,622500.0,17/09/2016,1.0,1.0,456.0,59.0,-37.7038,145.0281
